"Site","LC_Fluxnet","lon","lat","LC_MCD12Q1","ENF","EBF","DNF","DBF","MF","CSH","OSH","WSA","SAV","GRA","WET","CRO","URB","CVM","SNO","BSV","WAT"
"DE-SfN","WET",11.3275,47.8064,"WSA",9.98090277777778,0,0,0.111111111111111,24.5677083333333,0,0.00347222222222222,19.3940972222222,10.8020833333333,29.1059027777778,0.142361111111111,1.18229166666667,1.96006944444444,0.369791666666667,0.140625,1.55381944444444,0.685763888888889
"DE-Spw","WET",14.0337,51.8922,"DBF",18.9201388888889,0,0,0.378472222222222,4.13715277777778,0.00173611111111111,0,6.77083333333333,10.0295138888889,9.39583333333333,0.682291666666667,41.4427083333333,5.44965277777778,2.14756944444444,0,0.0295138888888889,0.614583333333333
"DE-Tha","ENF",13.5651,50.9626,"MF",9.72395833333333,0,0,4.02256944444444,17.6302083333333,0,0,6.80902777777778,11.5416666666667,9.46354166666667,0.201388888888889,30.5954861111111,7.32291666666667,2.62326388888889,0,0.00520833333333333,0.0607638888888889
"DE-Zrk","WET",12.889,53.8759,"GRA",9.80902777777778,0,0,0.362847222222222,10.203125,0,0,2.75173611111111,5.03645833333333,7.48263888888889,0.638888888888889,54.5711805555556,1.17881944444444,4.94965277777778,0,0,3.015625
"DK-Eng","GRA",12.1918,55.6905,"CRO",0.112847222222222,0,0.0104166666666667,0.112847222222222,2.92708333333333,0,0,0.149305555555556,4.55208333333333,3.74479166666667,2.68923611111111,38.9861111111111,2.37847222222222,2.00868055555556,0,0.00694444444444444,42.3211805555556
"DK-Fou","CRO",9.5872,56.4842,"CVM",1.10243055555556,0,0,0.0729166666666667,6.015625,0,0,0.213541666666667,10.8524305555556,3.55555555555556,1.08333333333333,40.0763888888889,1.28472222222222,10.3819444444444,0,0.00173611111111111,25.359375
"DK-Sor","DBF",11.6446,55.4859,"CVM",0.112847222222222,0,0.0104166666666667,0.112847222222222,2.92708333333333,0,0,0.149305555555556,4.55208333333333,3.74479166666667,2.68923611111111,38.9861111111111,2.37847222222222,2.00868055555556,0,0.00694444444444444,42.3211805555556
"ES-Amo","OSH",-2.2523,36.8336,"GRA",0,0,0,0,0,0,3.28298611111111,0.0173611111111111,0.0364583333333333,4.93576388888889,0.0538194444444444,0.00347222222222222,0.402777777777778,0,0,0.154513888888889,91.1128472222222
"ES-LgS","OSH",-2.9658,37.0979,"SAV",1.44618055555556,0,0,0,0,0.175347222222222,32.7864583333333,0.755208333333333,17.8003472222222,25.8559027777778,0.84375,16.375,2.52777777777778,0.418402777777778,0,0.973958333333333,0.0416666666666667
"ES-LJu","OSH",-2.7521,36.9266,"OSH",0.0815972222222222,0,0,0,0,0.253472222222222,3.82465277777778,0.296875,9.578125,8.67534722222222,0.0850694444444444,0.362847222222222,2.29513888888889,0.00868055555555556,0,1.30729166666667,73.2309027777778
"ES-Ln2","OSH",-3.4758,36.9695,"SAV",0.0815972222222222,0,0,0,0,0.253472222222222,3.82465277777778,0.296875,9.578125,8.67534722222222,0.0850694444444444,0.362847222222222,2.29513888888889,0.00868055555555556,0,1.30729166666667,73.2309027777778
"FI-Hyy","ENF",24.2948,61.8474,"ENF",42.4583333333333,0,0.03125,0,16.3732638888889,0,0,23.1024305555556,0.927083333333333,5.80729166666667,1.15451388888889,0.00694444444444444,0.376736111111111,0,0,0,9.76215277777778
"FI-Jok","CRO",23.5134,60.8986,"SAV",22.4982638888889,0,0,0,5.31770833333333,0,0,38.0486111111111,6.25347222222222,17.6302083333333,1.30208333333333,0.0572916666666667,0.368055555555556,0,0,0,8.52430555555556
"FI-Let","ENF",23.9595,60.6418,"ENF",22.4982638888889,0,0,0,5.31770833333333,0,0,38.0486111111111,6.25347222222222,17.6302083333333,1.30208333333333,0.0572916666666667,0.368055555555556,0,0,0,8.52430555555556
"FI-Lom","WET",24.2092,67.9972,"WSA",0.0677083333333333,0,0,0,0.161458333333333,0,0.222222222222222,76.2673611111111,22.3020833333333,0.295138888888889,0.128472222222222,0,0,0,0,0.00347222222222222,0.552083333333333
"FI-Si2","WET",24.1967,61.8372,"WSA",42.4583333333333,0,0.03125,0,16.3732638888889,0,0,23.1024305555556,0.927083333333333,5.80729166666667,1.15451388888889,0.00694444444444444,0.376736111111111,0,0,0,9.76215277777778
"FI-Sii","WET",24.1928,61.8327,"WSA",42.4583333333333,0,0.03125,0,16.3732638888889,0,0,23.1024305555556,0.927083333333333,5.80729166666667,1.15451388888889,0.00694444444444444,0.376736111111111,0,0,0,9.76215277777778
"FI-Sod","ENF",26.6386,67.3624,"SAV",0.119791666666667,0,0,0,0.114583333333333,0,0.130208333333333,49.4618055555556,46.6875,0.342013888888889,0.661458333333333,0,0,0,0,0.0277777777777778,2.45486111111111
"FR-Fon","DBF",2.7801,48.4764,"DBF",0.0763888888888889,0.00173611111111111,0,3.63368055555556,6.01388888888889,0,0,3.28993055555556,3.00173611111111,3.76041666666667,0.159722222222222,63.390625,14.9965277777778,1.60763888888889,0,0,0.0677083333333333
"FR-Gri","CRO",1.9519,48.8442,"CRO",0.0763888888888889,0.00173611111111111,0,3.63368055555556,6.01388888888889,0,0,3.28993055555556,3.00173611111111,3.76041666666667,0.159722222222222,63.390625,14.9965277777778,1.60763888888889,0,0,0.0677083333333333
"FR-LBr","ENF",-0.7693,44.7171,"WSA",16.6875,1.02951388888889,0,0.0486111111111111,5.16840277777778,0,0,38.0833333333333,9.63541666666667,2.14756944444444,0.571180555555556,2.29861111111111,2.84895833333333,9.56076388888889,0,0.0190972222222222,11.9010416666667
"FR-LGt","WET",2.2841,47.3229,"MF",0.708333333333333,0,0,5.18229166666667,11.1736111111111,0,0,18.3854166666667,9.20486111111111,2.44270833333333,0.137152777777778,45.6458333333333,2.19097222222222,4.86631944444444,0,0,0.0625
"FR-Pue","EBF",3.5957,43.7413,"ENF",3.74652777777778,1.74479166666667,0,0.767361111111111,5.65451388888889,0,0.00694444444444444,19.7326388888889,24.5208333333333,5.24826388888889,0.616319444444444,3.51041666666667,4.44097222222222,1.18055555555556,0,0.147569444444444,28.6822916666667
"GF-Guy","EBF",-52.9249,5.2788,"EBF",0,18.8263888888889,0,0.00173611111111111,0,0,0,3.16840277777778,0.284722222222222,0.480902777777778,1.28298611111111,0,0.137152777777778,0,0,0,75.8177083333333
"GH-Ank","EBF",-2.6942,5.2685,"EBF",0,20.8298611111111,0,0,0,0,0,15.5625,57.1163194444444,0.03125,0.211805555555556,0,0.776041666666667,3.625,0,0,1.84722222222222
"GL-NuF","WET",-51.3861,64.1308,"GRA",0.00173611111111111,0,0,0,0,0,0.00173611111111111,0,0.0538194444444444,23.1371527777778,2.25347222222222,0,0,0,0.0416666666666667,4.96527777777778,69.5451388888889
"GL-ZaF","WET",-20.5545,74.4814,"GRA",0.00173611111111111,0,0,0.00173611111111111,0,0,0,0.00173611111111111,0,13.3211805555556,0.168402777777778,0,0,0,24.0364583333333,22.8194444444444,39.6493055555556
"GL-ZaH","GRA",-20.5503,74.4733,"GRA",0.00173611111111111,0,0,0.00173611111111111,0,0,0,0.00173611111111111,0,13.3211805555556,0.168402777777778,0,0,0,24.0364583333333,22.8194444444444,39.6493055555556
"HK-MPM","EBF",114.0292,22.4982,"WET",0.265625,12.9618055555556,0,0.00173611111111111,0.0642361111111111,0,0,2.98090277777778,14.7743055555556,2.375,2.44270833333333,0.895833333333333,15.953125,1.11979166666667,0,0.184027777777778,45.9809027777778
"ID-Pag","EBF",113.9,-2.32,"EBF",0.00173611111111111,86.9722222222222,0,0,0,0,0.00173611111111111,6.14583333333333,1.72395833333333,2.87326388888889,1.16493055555556,0.0295138888888889,0.479166666666667,0.0572916666666667,0,0,0.550347222222222
"IT-BCi","CRO",14.9574,40.5237,"CRO",0.262152777777778,0.96875,0,9.93402777777778,0.668402777777778,0,0,11.1649305555556,22.8229166666667,2.57118055555556,0.185763888888889,12.4704861111111,3.43923611111111,5.40451388888889,0,0,30.1076388888889
"IT-CA1","DBF",12.0266,42.3804,"CRO",0.449652777777778,2.29340277777778,0,2.73263888888889,1.21006944444444,0,0,6.91840277777778,16.5833333333333,2.48263888888889,0.782986111111111,26.1371527777778,0.586805555555555,6.44965277777778,0,0.0190972222222222,33.3541666666667
"IT-CA2","CRO",12.026,42.3772,"CRO",0.449652777777778,2.29340277777778,0,2.73263888888889,1.21006944444444,0,0,6.91840277777778,16.5833333333333,2.48263888888889,0.782986111111111,26.1371527777778,0.586805555555555,6.44965277777778,0,0.0190972222222222,33.3541666666667
"IT-CA3","DBF",12.0222,42.38,"CRO",0.449652777777778,2.29340277777778,0,2.73263888888889,1.21006944444444,0,0,6.91840277777778,16.5833333333333,2.48263888888889,0.782986111111111,26.1371527777778,0.586805555555555,6.44965277777778,0,0.0190972222222222,33.3541666666667
"IT-Cas","CRO",8.7175,45.07,"CRO",0.15625,0,0,10.671875,2.49652777777778,0,0,7.31770833333333,6.75694444444444,1.74652777777778,0.411458333333333,46.2552083333333,20.7534722222222,2.33333333333333,0,0.0243055555555556,1.07638888888889
"IT-Col","DBF",13.5881,41.8494,"DBF",0.130208333333333,0.413194444444444,0,9.79166666666667,1.390625,0,0,9.17708333333333,34.0920138888889,8.11979166666667,0.0902777777777778,11.7135416666667,2.09375,11.9791666666667,0,0.00520833333333333,11.0034722222222
"IT-Cp2","EBF",12.3573,41.7043,"EBF",0.34375,0.6875,0,3.20659722222222,1.01215277777778,0,0,3.38888888888889,17.8472222222222,1.89930555555556,0.194444444444444,11.8003472222222,5.28819444444444,3.72916666666667,0,0.00347222222222222,50.5989583333333
"IT-Cpz","EBF",12.3761,41.7052,"EBF",0.34375,0.6875,0,3.20659722222222,1.01215277777778,0,0,3.38888888888889,17.8472222222222,1.89930555555556,0.194444444444444,11.8003472222222,5.28819444444444,3.72916666666667,0,0.00347222222222222,50.5989583333333
"IT-Isp","DBF",8.6336,45.8126,"WSA",0.15625,0,0,10.671875,2.49652777777778,0,0,7.31770833333333,6.75694444444444,1.74652777777778,0.411458333333333,46.2552083333333,20.7534722222222,2.33333333333333,0,0.0243055555555556,1.07638888888889
"IT-La2","ENF",11.2853,45.9542,"MF",0.998263888888889,0,0,13.3090277777778,6.63368055555556,0,0,9.53298611111111,8.78125,3.484375,0.378472222222222,40.7934027777778,8.87847222222222,3.85243055555556,0,0.0138888888888889,3.34375
"IT-Lav","ENF",11.2813,45.9562,"MF",0.998263888888889,0,0,13.3090277777778,6.63368055555556,0,0,9.53298611111111,8.78125,3.484375,0.378472222222222,40.7934027777778,8.87847222222222,3.85243055555556,0,0.0138888888888889,3.34375
"IT-MBo","GRA",11.0458,46.0147,"GRA",13.3958333333333,0,0,3.84375,12.7708333333333,0.00173611111111111,0,16.9635416666667,4.63368055555556,35.734375,0.135416666666667,1.99305555555556,1.25520833333333,0.225694444444444,1.39409722222222,7.61631944444444,0.0364583333333333
"IT-Noe","CSH",8.1517,40.6062,"ENF",2.96354166666667,3.48958333333333,0,0.114583333333333,1.63541666666667,0,0,4.66493055555556,20.0642361111111,7.17534722222222,0.934027777777778,19.4288194444444,0.506944444444444,0.0677083333333333,0,0.0260416666666667,38.9288194444444
"IT-PT1","DBF",9.061,45.2009,"CRO",0.15625,0,0,10.671875,2.49652777777778,0,0,7.31770833333333,6.75694444444444,1.74652777777778,0.411458333333333,46.2552083333333,20.7534722222222,2.33333333333333,0,0.0243055555555556,1.07638888888889
"IT-Ren","ENF",11.4337,46.5869,"ENF",13.3958333333333,0,0,3.84375,12.7708333333333,0.00173611111111111,0,16.9635416666667,4.63368055555556,35.734375,0.135416666666667,1.99305555555556,1.25520833333333,0.225694444444444,1.39409722222222,7.61631944444444,0.0364583333333333
"IT-Ro1","DBF",11.93,42.4081,"WSA",0.449652777777778,2.29340277777778,0,2.73263888888889,1.21006944444444,0,0,6.91840277777778,16.5833333333333,2.48263888888889,0.782986111111111,26.1371527777778,0.586805555555555,6.44965277777778,0,0.0190972222222222,33.3541666666667
"IT-Ro2","DBF",11.9209,42.3903,"SAV",0.449652777777778,2.29340277777778,0,2.73263888888889,1.21006944444444,0,0,6.91840277777778,16.5833333333333,2.48263888888889,0.782986111111111,26.1371527777778,0.586805555555555,6.44965277777778,0,0.0190972222222222,33.3541666666667
"IT-SR2","ENF",10.2909,43.732,"EBF",0.677083333333333,4.20833333333333,0,3.13020833333333,4.64409722222222,0,0,6.47743055555556,11.3611111111111,1.02430555555556,0.317708333333333,7.82291666666667,3.10763888888889,5.29166666666667,0,0.00694444444444444,51.9305555555556
"IT-SRo","ENF",10.2844,43.7279,"ENF",0.677083333333333,4.20833333333333,0,3.13020833333333,4.64409722222222,0,0,6.47743055555556,11.3611111111111,1.02430555555556,0.317708333333333,7.82291666666667,3.10763888888889,5.29166666666667,0,0.00694444444444444,51.9305555555556
"IT-Tor","GRA",7.5781,45.8444,"GRA",1.53472222222222,0,0,15.9236111111111,1.86284722222222,0,0,13.0260416666667,10.4670138888889,20.8194444444444,0.217013888888889,19.8975694444444,5.77777777777778,3.64930555555556,1.15277777777778,4.94270833333333,0.729166666666667
"JP-BBY","WET",141.8107,43.323,"CRO",0.0694444444444444,0,0.0121527777777778,18.2395833333333,46.0607638888889,0.175347222222222,0,1.97743055555556,2.18923611111111,7.31944444444444,0.0746527777777778,15.8489583333333,4.47222222222222,2.48611111111111,0,0.0295138888888889,1.04513888888889
"JP-MBF","DBF",142.3186,44.3869,"WSA",1.34548611111111,0,0.0138888888888889,22.5659722222222,6.31423611111111,0.0763888888888889,0,9.22395833333333,0.269097222222222,5.70486111111111,0.164930555555556,0.204861111111111,0.296875,0.0260416666666667,0,0,53.7934027777778
"JP-Mse","CRO",140.0269,36.0539,"CRO",0.1875,0,0,0.0138888888888889,0.447916666666667,0,0,0.0208333333333333,2.96527777777778,0.0173611111111111,0.354166666666667,2.06770833333333,5.88368055555556,6.109375,0,0,81.9322916666667
"JP-SMF","MF",137.0788,35.2617,"ENF",8.67881944444444,0.0277777777777778,0.00173611111111111,5.70138888888889,45.2048611111111,0,0,4.08854166666667,4.69965277777778,0.932291666666667,0.256944444444444,4.16145833333333,20.4079861111111,1.31076388888889,0,0.00694444444444444,4.52083333333333
"JP-SwL","WAT",138.1084,36.0466,"URB",1.46701388888889,0,0.0677083333333333,44.4600694444444,29.8611111111111,0.142361111111111,0,6.03472222222222,2.00868055555556,2.06597222222222,0.0364583333333333,6.06597222222222,6.046875,1.578125,0,0.0347222222222222,0.130208333333333
"KR-CRK","CRO",127.2506,38.2013,"CRO",0,0,0.0121527777777778,28.8975694444444,0.145833333333333,0,0,5.84375,15.7118055555556,6.61284722222222,0.255208333333333,31.7048611111111,0.901041666666667,1.03993055555556,0,0.00520833333333333,8.86979166666667
"MY-MLM","EBF",111.1495,1.4536,"EBF",0,69.171875,0,0,0,0,0,20.5572916666667,0.314236111111111,3.05381944444444,2.23784722222222,0,0.217013888888889,0,0,0,4.44791666666667
"MY-PSO","EBF",102.3062,2.973,"EBF",0,27.453125,0,0,0,0,0,53.4982638888889,4.74131944444444,2.39583333333333,0.118055555555556,0.211805555555556,2.33854166666667,1.14236111111111,0,0,8.10069444444444
"NL-Hor","GRA",5.0713,52.2403,"GRA",1.19097222222222,0,0,0.0364583333333333,8.34027777777778,0,0,0.881944444444444,30.9409722222222,14.1180555555556,0.838541666666667,10.0399305555556,7.87152777777778,9.12152777777778,0,0.00520833333333333,16.6145833333333
"NL-Loo","ENF",5.7436,52.1666,"ENF",1.19097222222222,0,0,0.0364583333333333,8.34027777777778,0,0,0.881944444444444,30.9409722222222,14.1180555555556,0.838541666666667,10.0399305555556,7.87152777777778,9.12152777777778,0,0.00520833333333333,16.6145833333333
"NZ-Kop","EBF",175.5539,-37.3879,"WSA",0.00694444444444444,17.765625,0,0.0451388888888889,0.078125,0,0,9.37326388888889,1.73958333333333,30.625,1.67534722222222,0.197916666666667,0.975694444444445,0,0,0.00173611111111111,37.515625
"PA-SPn","DBF",-79.6346,9.3181,"SAV",0,23.8628472222222,0,0,0.00173611111111111,0,0,9.82465277777778,9.10243055555556,1.68576388888889,0.833333333333333,0.0954861111111111,1.453125,0,0,0.00520833333333333,53.1354166666667
"PA-SPs","GRA",-79.6314,9.3138,"SAV",0,23.8628472222222,0,0,0.00173611111111111,0,0,9.82465277777778,9.10243055555556,1.68576388888889,0.833333333333333,0.0954861111111111,1.453125,0,0,0.00520833333333333,53.1354166666667
"PH-RiF","CRO",121.2653,14.1412,"CRO",0,25.9947916666667,0,0.00868055555555556,0,0,0,19.2517361111111,1.39236111111111,3.70486111111111,1.81423611111111,6.73090277777778,8.32638888888889,4.41319444444444,0,0.0295138888888889,28.3333333333333
"RU-Ch2","WET",161.3509,68.6169,"OSH",0.00868055555555556,0,0.133680555555556,0,0,0,40.4114583333333,0.347222222222222,35.4340277777778,1.484375,13.9201388888889,0,0,0,0.0225694444444444,0.0121527777777778,8.22569444444444
"RU-Che","WET",161.3414,68.613,"OSH",0.00868055555555556,0,0.133680555555556,0,0,0,40.4114583333333,0.347222222222222,35.4340277777778,1.484375,13.9201388888889,0,0,0,0.0225694444444444,0.0121527777777778,8.22569444444444
"RU-Cok","OSH",147.4943,70.8291,"OSH",0,0,0,0,0,0,85.2065972222222,0,0.00694444444444444,4.74131944444444,3.48090277777778,0,0,0,0,0.0277777777777778,6.53645833333333
"RU-Fy2","ENF",32.9019,56.4476,"MF",0.243055555555556,0,0,8.33854166666667,76.9513888888889,0,0,8.30208333333333,1.83680555555556,1.69097222222222,0.310763888888889,0.486111111111111,0.0486111111111111,1.53819444444444,0,0,0.253472222222222
"RU-Fyo","ENF",32.9221,56.4615,"MF",0.243055555555556,0,0,8.33854166666667,76.9513888888889,0,0,8.30208333333333,1.83680555555556,1.69097222222222,0.310763888888889,0.486111111111111,0.0486111111111111,1.53819444444444,0,0,0.253472222222222
"RU-Ha1","GRA",90.0022,54.7252,"GRA",0.486111111111111,0,0.277777777777778,5.20659722222222,46.7048611111111,0.225694444444444,0.319444444444444,15.3229166666667,4.26909722222222,23.3090277777778,0.0659722222222222,2.67534722222222,0,0.885416666666667,0,0.0729166666666667,0.178819444444444
"RU-Sam","GRA",126.4958,72.3738,"OSH",0,0,0,0,0,0,15.8072916666667,0.0173611111111111,0.00173611111111111,26.8541666666667,9.09375,0,0,0,0,6.06944444444444,42.15625
"RU-SkP","DNF",129.168,62.255,"SAV",0.00173611111111111,0,4.63715277777778,0,0,0,0.755208333333333,46.0850694444444,44.0520833333333,2.59375,0.0364583333333333,0,0.451388888888889,0.00347222222222222,0,0.130208333333333,1.25347222222222
"RU-Tks","GRA",128.8878,71.5943,"OSH",0,0,0,0,0,0,45.2586805555556,0.00520833333333333,0.00173611111111111,23.2621527777778,1.04513888888889,0,0,0,0,0.105902777777778,30.3211805555556
"RU-Vrk","CSH",62.9405,67.0547,"OSH",0.0173611111111111,0,0.00173611111111111,0.00347222222222222,0.237847222222222,0,89.7951388888889,0.340277777777778,0.0503472222222222,6.84722222222222,0.730902777777778,0,0.3125,0,0.0121527777777778,1.57118055555556,0.0798611111111111
"SD-Dem","SAV",30.4783,13.2829,"GRA",0,0,0,0,0,0,0.0277777777777778,0,0,97.4809027777778,0,0,1.16493055555556,0.0538194444444444,0,1.27256944444444,0
"SE-Deg","GRA",19.5565,64.182,"WSA",17.15625,0,0,0.00173611111111111,0.225694444444444,0,0.145833333333333,80.2743055555556,0.362847222222222,0.340277777777778,0.203125,0,0.0625,0.00347222222222222,0,0.00173611111111111,1.22222222222222
"SE-St1","WET",19.0503,68.3541,"WET",0.439236111111111,0,0,0.0277777777777778,0.189236111111111,0.0138888888888889,50.265625,2.59201388888889,11.7222222222222,28.3784722222222,1.59027777777778,0,0,0,0.0954861111111111,2.06597222222222,2.61979166666667
"SJ-Adv","WET",15.923,78.186,"GRA",0,0,0,0,0,0,0,0,0,10.0729166666667,0.263888888888889,0,0.619791666666667,0,40.2135416666667,26.328125,22.5017361111111
"SJ-Blv","SNO",11.8311,78.9216,"GRA",0,0,0,0,0,0,0,0,0,5.28819444444444,1.13194444444444,0,0.425347222222222,0,20.6805555555556,16.3142361111111,56.1597222222222
"SN-Dhr","SAV",-15.4322,15.4028,"GRA",0,0,0,0,0,0,0,0,0,99.9583333333333,0,0,0.0329861111111111,0,0,0.00520833333333333,0.00347222222222222
"UK-LBT","URB",-0.1389,51.5215,"URB",0.199652777777778,0.0104166666666667,0,0.225694444444444,3.73958333333333,0,0,0.883680555555556,29.5451388888889,4.83506944444444,0.0329861111111111,31.0086805555556,14.8663194444444,14.3993055555556,0,0,0.253472222222222
"US-A03","BSV",-149.8823,70.4953,"WET",0,0,0,0,0,0,3.29513888888889,0,0,47.8576388888889,9.25694444444444,0,0,0,0.00347222222222222,1.66666666666667,37.9201388888889
"US-A10","BSV",-156.6149,71.3242,"WET",0,0,0,0,0,0,0.00173611111111111,0,0,6.86458333333333,3.33506944444444,0,0,0,0.0138888888888889,0.0486111111111111,89.7361111111111
"US-AR1","GRA",-99.42,36.4267,"GRA",0,0,0,0,0,0,0,0,0.00694444444444444,80.4618055555556,0.105902777777778,19.0138888888889,0.222222222222222,0,0,0.0329861111111111,0.15625
"US-AR2","GRA",-99.5975,36.6358,"GRA",0,0,0,0,0,0,0,0,0.00694444444444444,80.4618055555556,0.105902777777778,19.0138888888889,0.222222222222222,0,0,0.0329861111111111,0.15625
"US-ARb","GRA",-98.0402,35.5497,"CRO",0,0,0,0.659722222222222,0,0,0,0.00347222222222222,12.7864583333333,52.7552083333333,0.322916666666667,27.6944444444444,5.60590277777778,0.0243055555555556,0,0.0243055555555556,0.123263888888889
"US-ARc","GRA",-98.04,35.5465,"CRO",0,0,0,0.659722222222222,0,0,0,0.00347222222222222,12.7864583333333,52.7552083333333,0.322916666666667,27.6944444444444,5.60590277777778,0.0243055555555556,0,0.0243055555555556,0.123263888888889
"US-ARM","CRO",-97.4888,36.6058,"CRO",0,0,0,0.130208333333333,0,0,0,0.00173611111111111,2.609375,44.0833333333333,0.237847222222222,51.75,0.699652777777778,0,0,0.192708333333333,0.295138888888889
"US-Atq","WET",-157.4089,70.4696,"GRA",0,0,0,0,0,0,9.89756944444444,0,0,47.8854166666667,7.56770833333333,0,0,0,0.00173611111111111,0.078125,34.5694444444444
"US-Beo","WET",-156.6123,71.281,"GRA",0,0,0,0,0,0,0.00173611111111111,0,0,6.86458333333333,3.33506944444444,0,0,0,0.0138888888888889,0.0486111111111111,89.7361111111111
"US-Bes","WET",-156.5965,71.2809,"GRA",0,0,0,0,0,0,0.00173611111111111,0,0,6.86458333333333,3.33506944444444,0,0,0,0.0138888888888889,0.0486111111111111,89.7361111111111
